name,location,rating,votes,cost_for_two,online_order,book_table,rest_type,primary_cuisine,price_range
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,Koramangala 4th Block,3.2,4,600.0,No,No,Cafe,Cafe,High-End
Ambur Biryani Hotel,Koramangala 1st Block,3.2,13,200.0,No,No,Quick Bites,Biryani,Budget
Jade,Ejipura,3.3,6,900.0,No,No,Casual Dining,Continental,Luxury
Rice and Rolls,Koramangala 6th Block,2.7,61,500.0,No,No,Quick Bites,Arabian,High-End
Holiday Fast Food,Ejipura,3.4,21,350.0,No,No,Quick Bites,Kerala,Medium
Shiva Sai Andhra Hotel,Ejipura,3.2,4,300.0,No,No,Quick Bites,South Indian,Budget
The Bar Therapy,Koramangala 1st Block,,0,800.0,No,No,Bar,Continental,Luxury
Kings Kitchen,Ejipura,,0,500.0,No,No,Delivery,Biryani,High-End
The Eatery Cafe and Restaurant,Koramangala 7th Block,,0,500.0,No,No,Cafe,Cafe,High-End
Surabhi Restaurant,Hosur Road,,0,400.0,No,No,Casual Dining,South Indian,Medium
Punjabi Dhaba,Ejipura,3.4,356,350.0,Yes,No,Quick Bites,North Indian,Medium
China Down Town,Koramangala 4th Block,3.5,5,800.0,Yes,No,Casual Dining,Chinese,Luxury
Zeeshan,Koramangala 7th Block,3.8,214,700.0,Yes,No,Casual Dining,North Indian,Luxury
Kaaram,Koramangala 6th Block,3.9,327,500.0,Yes,No,Casual Dining,Andhra,High-End
Durbar Greens Family Restaurant,Hosur Road,3.6,10,700.0,Yes,No,Casual Dining,North Indian,Luxury
Black Pepper Lounge - Case de Bengaluru,Koramangala 6th Block,3.7,81,1200.0,No,Yes,Lounge,Finger Food,Luxury
Dreams Cafe - All Day English Food St.,Koramangala 1st Block,3.8,230,600.0,Yes,No,Cafe,Cafe,High-End
Oregano Pizzeria,Koramangala 4th Block,3.7,52,450.0,Yes,No,Cafe,Cafe,High-End
Mayura Grand Pure Veg Restaurant,Koramangala 6th Block,,0,600.0,No,No,Casual Dining,North Indian,High-End
Taco Bell,Koramangala 6th Block,4.1,1963,600.0,Yes,No,Quick Bites,Mexican,High-End
Kota Kachori,Koramangala 6th Block,4.3,3618,400.0,Yes,No,Quick Bites,Street Food,Medium
Eat Street,Koramangala 6th Block,4.2,1534,600.0,No,No,Quick Bites,North Indian,High-End
Mooch Marod,Koramangala 6th Block,4.2,94,400.0,No,No,Quick Bites,North Indian,Medium
Nutri Rich,Koramangala 7th Block,3.8,53,350.0,Yes,No,Quick Bites,Healthy Food,Medium
White Elefan Coffee and Snack Bar,Koramangala 6th Block,3.9,44,550.0,Yes,No,Quick Bites,Coffee,High-End
La Pino'z Pizza,Koramangala 4th Block,4.1,506,600.0,Yes,No,Quick Bites,Italian,High-End
Habibi Falafel,Koramangala 1st Block,4.3,220,300.0,Yes,No,Quick Bites,Lebanese,Budget
Tenzin Kitchen,Koramangala 7th Block,4.2,534,450.0,Yes,No,Quick Bites,Tibetan,High-End
Podi Idly,Koramangala 6th Block,4.3,656,250.0,Yes,No,Quick Bites,South Indian,Budget
Fiero! Pizzeria,Koramangala 6th Block,4.0,62,400.0,Yes,No,Quick Bites,Italian,Medium
Khatta Meetha Teekha,Koramangala 6th Block,4.3,193,300.0,Yes,No,Quick Bites,Street Food,Budget
Snow'ora,Koramangala 4th Block,4.3,343,450.0,Yes,Yes,Quick Bites,Desserts,High-End
Madurai Idly Shop,Koramangala 6th Block,3.7,468,200.0,No,No,Quick Bites,South Indian,Budget
Arya Hungry?,Koramangala 7th Block,4.3,279,450.0,Yes,No,Quick Bites,North Indian,High-End
Sagar Fast Food,Koramangala 8th Block,4.0,138,250.0,Yes,No,Quick Bites,South Indian,Budget
The Wok Shop,Koramangala 1st Block,4.1,271,500.0,Yes,No,Quick Bites,Asian,High-End
Khiche Chale Aao,Koramangala 6th Block,,0,300.0,Yes,No,Quick Bites,North Indian,Budget
Polar Bear,Koramangala 6th Block,4.2,195,400.0,Yes,No,Dessert Parlor,Desserts,Medium
KFC,Koramangala 6th Block,3.8,477,450.0,Yes,No,Quick Bites,Burger,High-End
Gods Own Cafe,Koramangala 7th Block,4.4,384,300.0,Yes,No,Quick Bites,South Indian,Budget
Ramji Chaiwale,Koramangala 1st Block,3.8,94,250.0,Yes,No,Quick Bites,Beverages,Budget
Savitha Family Restaurant,Koramangala 4th Block,4.0,198,500.0,Yes,No,Quick Bites,North Indian,High-End
Chapati House,Ejipura,3.9,34,300.0,Yes,No,Quick Bites,North Indian,Budget
Banchharam,Koramangala 7th Block,3.9,140,200.0,No,No,"Quick Bites, Sweet Shop",Street Food,Budget
Crown Gold,Koramangala 4th Block,3.9,49,400.0,Yes,No,Quick Bites,South Indian,Medium
Smoor,Koramangala 7th Block,4.2,100,900.0,Yes,No,"Dessert Parlor, Cafe",Desserts,Luxury
Sagar Fast Food,Koramangala 3rd Block,4.0,76,300.0,Yes,No,Quick Bites,South Indian,Budget
Laziz Pizza,Koramangala 7th Block,3.8,46,400.0,Yes,No,Quick Bites,Fast Food,Medium
Delhi Food Point,Koramangala 1st Block,3.3,911,250.0,Yes,No,Quick Bites,North Indian,Budget
Burger King,Koramangala 7th Block,3.9,1049,600.0,Yes,No,Quick Bites,Burger,High-End
Senthur Cafe,Koramangala 7th Block,,0,100.0,No,No,Quick Bites,South Indian,Budget
Rolls Mania,Koramangala 6th Block,3.7,32,450.0,Yes,No,Quick Bites,Fast Food,High-End
Guns N Roses,Ejipura,3.6,23,300.0,Yes,No,Quick Bites,Fast Food,Budget
Faasos,Koramangala 8th Block,4.0,461,500.0,Yes,No,Quick Bites,North Indian,High-End
Desi Flavours,Koramangala 1st Block,3.9,121,400.0,Yes,No,Quick Bites,North Indian,Medium
Lucknowiz,Koramangala 1st Block,3.5,323,500.0,Yes,No,Quick Bites,Lucknowi,High-End
Rolls & Co,Koramangala 6th Block,3.9,213,400.0,Yes,No,Quick Bites,Burger,Medium
Rollin,Koramangala 4th Block,4.0,212,400.0,Yes,No,Quick Bites,Continental,Medium
Raj Rasoi,Ejipura,3.5,12,250.0,Yes,No,Quick Bites,North Indian,Budget
Delite Chaat House,Koramangala 6th Block,3.9,501,300.0,Yes,No,Quick Bites,Street Food,Budget
Udupi Upahar,Koramangala 7th Block,3.6,16,300.0,No,No,Quick Bites,South Indian,Budget
PORKEATS,Koramangala 6th Block,3.4,6,400.0,No,No,Quick Bites,Goan,Medium
Gundappa Donne Biryani,Koramangala 7th Block,3.1,117,200.0,No,No,Quick Bites,Biryani,Budget
Tomba Kitchens,Ejipura,,0,300.0,No,No,Quick Bites,North Eastern,Budget
Taste of Nepal,Koramangala 8th Block,3.5,24,350.0,Yes,No,Quick Bites,Nepalese,Medium
Little Kolkata,Ejipura,3.9,97,500.0,Yes,No,Quick Bites,Bengali,High-End
Sri Krishna Sagar,Koramangala 6th Block,3.9,43,300.0,Yes,No,Quick Bites,South Indian,Budget
Indore Eat Restaurant,Koramangala 6th Block,4.0,72,,No,No,Quick Bites,Street Food,Medium
The Burger Place,Koramangala 1st Block,3.8,28,400.0,Yes,No,Quick Bites,Burger,Medium
New Mangalore Lunch Home,Koramangala 1st Block,3.8,36,300.0,Yes,No,Quick Bites,Mangalorean,Budget
Ambur Biryani,Koramangala 3rd Block,3.5,17,250.0,No,No,Quick Bites,Biryani,Budget
Falahaar,Koramangala 6th Block,3.9,154,200.0,No,No,Quick Bites,North Indian,Budget
Min Mini Punjabi Dhaba,Koramangala 7th Block,3.9,85,400.0,Yes,No,Quick Bites,North Indian,Medium
Under The Hood,Koramangala 1st Block,4.0,76,300.0,Yes,No,Quick Bites,Salad,Budget
Pappu Chaiwalla,Koramangala 7th Block,3.5,10,300.0,Yes,No,Quick Bites,Fast Food,Budget
Foody's Land,Koramangala 4th Block,,0,300.0,Yes,No,Quick Bites,Fast Food,Budget
Yummy Biryani,Koramangala 7th Block,3.8,41,200.0,Yes,No,Quick Bites,Biryani,Budget
Aata's Kitchen,Koramangala 1st Block,,0,250.0,Yes,No,Quick Bites,South Indian,Budget
Lakeview Milkbar,Koramangala 8th Block,3.8,291,500.0,No,No,"Dessert Parlor, Cafe",Desserts,High-End
Litti Twist,Hosur Road,4.2,106,300.0,Yes,No,Quick Bites,Bihari,Budget
The Hidden Cafe,Koramangala 1st Block,3.9,96,350.0,Yes,No,Quick Bites,North Indian,Medium
Biggies Burger 'n' More,Koramangala 6th Block,3.8,108,400.0,Yes,No,Quick Bites,Cafe,Medium
New Ambur Biryani,Koramangala 7th Block,3.2,6,150.0,No,No,Quick Bites,Biryani,Budget
Dine With Singhs,Koramangala 1st Block,,0,300.0,No,No,Quick Bites,North Indian,Budget
Ghee Positive,Koramangala 8th Block,3.8,48,300.0,Yes,No,Quick Bites,North Indian,Budget
Chowpatty,Koramangala 1st Block,3.6,95,300.0,Yes,No,Quick Bites,North Indian,Budget
Rang De Basanthi,Koramangala 4th Block,3.7,434,400.0,Yes,No,Quick Bites,North Indian,Medium
Jai Jinendra,Koramangala 6th Block,4.0,99,200.0,No,No,Quick Bites,Street Food,Budget
Chefie,Koramangala 1st Block,3.8,37,200.0,Yes,No,Quick Bites,Continental,Budget
Swa-Desh A Family Restaurant,Koramangala 1st Block,,0,300.0,No,No,Quick Bites,North Indian,Budget
Chef Baker's,Koramangala 1st Block,3.6,37,450.0,Yes,No,"Bakery, Quick Bites",Bakery,High-End
Paratha Darbar,Koramangala 1st Block,3.5,15,400.0,Yes,No,Quick Bites,North Indian,Medium
Mitran Da Junction,Koramangala 6th Block,4.1,322,600.0,Yes,No,Quick Bites,North Indian,High-End
Maa Di Hatti,Koramangala 1st Block,2.8,137,500.0,Yes,No,Quick Bites,North Indian,High-End
Five Star Chicken,Koramangala 6th Block,2.7,45,300.0,No,No,Quick Bites,Fast Food,Budget
Chill-Um Cafe,Koramangala 6th Block,4.1,152,600.0,Yes,Yes,Quick Bites,Cafe,High-End
Shiv Sagar,Koramangala 7th Block,3.9,150,500.0,No,No,Food Court,Chinese,High-End
Golden China,Koramangala 1st Block,3.6,23,300.0,Yes,No,Quick Bites,Chinese,Budget
Shanthi Sagar,Koramangala 6th Block,3.4,9,250.0,Yes,No,Quick Bites,South Indian,Budget
Jenisha Green View Restaurant,Ejipura,,0,500.0,Yes,No,Quick Bites,North Indian,High-End
Sri Vishnu Upahar,Koramangala 4th Block,3.6,28,250.0,No,No,Quick Bites,North Indian,Budget
Bharat Kitchen,Koramangala 1st Block,3.7,21,300.0,Yes,No,Quick Bites,Bengali,Budget
Ober Cafe,Koramangala 1st Block,3.5,10,200.0,Yes,No,Quick Bites,Fast Food,Budget
Tibbs Frankie,Koramangala 7th Block,3.5,70,200.0,No,No,Quick Bites,Street Food,Budget
Coconadu,Koramangala 7th Block,3.8,37,400.0,No,No,"Food Court, Quick Bites",Kerala,Medium
Subham Pal Kitchen,Koramangala 1st Block,3.3,10,300.0,Yes,No,Quick Bites,North Indian,Budget
Appam & Curry,Koramangala 1st Block,3.8,18,200.0,Yes,No,Quick Bites,Kerala,Budget
Foody's Lane,Koramangala 4th Block,,0,450.0,Yes,No,Quick Bites,North Indian,High-End
The Shawarma Shop,Koramangala 4th Block,,0,250.0,No,No,Quick Bites,Arabian,Budget
Paisa Vasool,Koramangala 7th Block,3.3,395,400.0,Yes,No,Quick Bites,North Indian,Medium
Mangala Hotel,Koramangala 1st Block,3.6,97,300.0,Yes,No,Quick Bites,Kerala,Budget
Rolls On Wheels,Koramangala 1st Block,2.6,153,300.0,No,No,Quick Bites,Fast Food,Budget
Mountain Spice,Koramangala 8th Block,3.9,188,400.0,Yes,No,Quick Bites,Chinese,Medium
Friend's Cafe,Koramangala 7th Block,3.9,554,600.0,Yes,No,Quick Bites,Fast Food,High-End
Hotel Atithi North Karnataka Mess,Koramangala 1st Block,,0,200.0,No,No,Quick Bites,South Indian,Budget
Jeevika Donne Biryani,Koramangala 8th Block,3.4,8,300.0,No,No,Quick Bites,Biryani,Budget
Hungry Paunch,Koramangala 6th Block,4.0,203,350.0,No,No,"Food Court, Quick Bites",Bengali,Medium
Bismillah Ambur Biryani,Koramangala 1st Block,,0,300.0,No,No,Quick Bites,Biryani,Budget
Kshera Sagar,Koramangala 1st Block,,0,200.0,No,No,Quick Bites,North Indian,Budget
Peppers,Ejipura,2.8,94,300.0,Yes,No,Quick Bites,North Indian,Budget
Punjabi Unplugged,Koramangala 1st Block,,0,500.0,Yes,No,Quick Bites,North Indian,High-End
Udupi Grand,Koramangala 7th Block,2.8,64,300.0,No,No,Quick Bites,South Indian,Budget
Malabar Treat,Koramangala 1st Block,3.4,6,500.0,Yes,No,Quick Bites,North Indian,High-End
Daily Bread,Koramangala 4th Block,2.8,53,600.0,No,No,"Bakery, Quick Bites",Bakery,High-End
Desi Dhaba,Koramangala 7th Block,3.7,35,300.0,No,No,Quick Bites,North Indian,Budget
New Udupi Grand,Koramangala 8th Block,,0,250.0,No,No,Quick Bites,South Indian,Budget
Meat And Eat,Koramangala 7th Block,3.6,90,500.0,Yes,No,Quick Bites,Fast Food,High-End
Tawa,Koramangala 1st Block,3.4,25,200.0,Yes,No,Quick Bites,North Indian,Budget
Cochin Connection,Koramangala 6th Block,3.6,41,500.0,Yes,No,Food Court,Kerala,High-End
C Kosila Kitchen,Ejipura,3.1,8,300.0,Yes,No,Quick Bites,North Indian,Budget
Sri Krishna Sagar,Koramangala 7th Block,3.6,13,300.0,No,No,Quick Bites,South Indian,Budget
Pai's Kitchen,Koramangala 2nd Block,3.5,12,200.0,No,No,Quick Bites,South Indian,Budget
One Stop MARATHA,Koramangala 6th Block,3.1,39,250.0,No,No,Quick Bites,Maharashtrian,Budget
Malabar Coastal Cuisine,Koramangala 7th Block,3.6,68,550.0,No,No,Food Court,Kerala,High-End
Chai Chowk,Koramangala 7th Block,3.8,82,200.0,No,No,Quick Bites,Chinese,Budget
Ghar Ka Khana,Koramangala 1st Block,3.7,95,150.0,Yes,No,Quick Bites,North Indian,Budget
Paratha Singh Pakora King,Koramangala 6th Block,3.7,36,300.0,Yes,No,Quick Bites,Rajasthani,Budget
Bawarchi Biryani,Koramangala 6th Block,3.4,65,350.0,Yes,No,Quick Bites,Biryani,Medium
Pizza Stop,Koramangala 4th Block,3.9,241,600.0,Yes,No,Quick Bites,Pizza,High-End
Xpress Dhaba,Koramangala 1st Block,,0,400.0,Yes,No,Quick Bites,North Indian,Medium
Udupi Upahara,Koramangala 1st Block,3.6,47,300.0,No,No,Quick Bites,South Indian,Budget
Falafel's - The Lebanese Haus,Koramangala 7th Block,2.9,53,300.0,No,No,Quick Bites,Lebanese,Budget
NGV Fast Food,Koramangala 6th Block,3.5,8,250.0,No,No,Quick Bites,North Indian,Budget
Delhi Home Food,Koramangala 1st Block,3.3,5,200.0,No,No,Quick Bites,North Indian,Budget
The Green Room,Koramangala 6th Block,,0,400.0,No,No,Quick Bites,Continental,Medium
Chalo Delhi Darbaar,Ejipura,,0,400.0,No,No,Quick Bites,North Indian,Medium
Little Kitchen,Koramangala 1st Block,3.6,82,400.0,Yes,No,Quick Bites,Salad,Medium
Maa Durga Fast Food,Koramangala 8th Block,3.6,21,300.0,Yes,No,Quick Bites,North Indian,Budget
Kor Cafe,Koramangala 1st Block,3.8,36,300.0,Yes,No,Quick Bites,Kerala,Budget
A.M New Punjab Food Corner,Koramangala 1st Block,3.5,21,350.0,Yes,No,Quick Bites,North Indian,Medium
A3 Nuwang Kitchen,Ejipura,3.7,42,300.0,Yes,No,Quick Bites,Chinese,Budget
KF's Biryani's and Kababs,Koramangala 4th Block,3.4,17,400.0,Yes,No,Quick Bites,Biryani,Medium
Tanu Di's Kitchen,Koramangala 1st Block,,0,350.0,Yes,No,Quick Bites,North Indian,Medium
Royal Calcutta Restaurant,Koramangala 1st Block,4.0,270,450.0,Yes,No,Quick Bites,North Indian,High-End
Now Momos,Koramangala 7th Block,3.4,11,200.0,No,No,Quick Bites,Chinese,Budget
Shree Mithai,Koramangala 7th Block,3.3,9,150.0,No,No,"Quick Bites, Sweet Shop",Desserts,Budget
Mysore Carnival Restaurant,Koramangala 6th Block,3.8,14,350.0,No,No,Quick Bites,Chinese,Medium
The Breakfast Truck,Koramangala 6th Block,3.8,65,550.0,No,No,Quick Bites,Continental,High-End
Martino's,Koramangala 1st Block,3.6,30,350.0,No,No,Quick Bites,Italian,Medium
The Fresh Factor,Koramangala 6th Block,3.1,14,200.0,No,No,Quick Bites,Juices,Budget
Hotel Thazooq,Koramangala 1st Block,3.3,6,350.0,No,No,Quick Bites,North Indian,Medium
Banashankari Donne Biriyani,Koramangala 7th Block,3.3,4,300.0,No,No,Quick Bites,South Indian,Budget
Shahi Dasterkhwan,Koramangala 6th Block,2.9,11,400.0,No,No,Quick Bites,North Indian,Medium
DeliToons,Koramangala 6th Block,4.0,126,300.0,No,No,Quick Bites,Sandwich,Budget
The Mylapore Cafe,Koramangala 1st Block,3.7,23,150.0,No,No,Quick Bites,South Indian,Budget
Maven Foods,Koramangala 4th Block,3.6,12,650.0,No,No,Quick Bites,Continental,High-End
Bharathi Refreshments,Koramangala 8th Block,3.4,4,300.0,No,No,Quick Bites,South Indian,Budget
Ambur Hot Dum Biryani,Ejipura,3.3,8,100.0,No,No,Quick Bites,Biryani,Budget
Chowmein Kitchen,Ejipura,,0,150.0,No,No,Quick Bites,Fast Food,Budget
Hotel Oottupura,Ejipura,3.6,21,200.0,No,No,Quick Bites,South Indian,Budget
Pub Lounge,Koramangala 4th Block,,0,500.0,No,No,Quick Bites,Asian,High-End
Al-Hyatt,Ejipura,,0,300.0,No,No,Quick Bites,Biryani,Budget
Shree Jagannath Kitchen,Ejipura,,0,250.0,No,No,Quick Bites,North Indian,Budget
Amma's Special,Koramangala 1st Block,,0,400.0,No,No,Quick Bites,South Indian,Medium
Kerala Mess,Koramangala 1st Block,3.4,19,200.0,Yes,No,Quick Bites,Kerala,Budget
TOKI Taco House,Koramangala 6th Block,3.6,72,200.0,Yes,No,Quick Bites,Mexican,Budget
Mangala's Tea Time Cafe,Koramangala 1st Block,,0,150.0,Yes,No,Quick Bites,Tea,Budget
Khan Saheb Grills and Rolls,Hosur Road,3.8,63,350.0,Yes,No,Quick Bites,Fast Food,Medium
Chung Shan Chinese Restaurant,Ejipura,3.7,32,500.0,No,No,Quick Bites,Chinese,High-End
North Indian Tadka,Ejipura,3.0,6,200.0,Yes,No,Quick Bites,Chinese,Budget
Kaati Zone,Koramangala 6th Block,3.4,6,350.0,Yes,No,Quick Bites,Fast Food,Medium
Chowk Tea Stall,Koramangala 7th Block,3.4,9,100.0,No,No,Quick Bites,Street Food,Budget
Shri Nandi sagar,Koramangala 1st Block,,0,150.0,No,No,Quick Bites,South Indian,Budget
New Ambur Dum Biryani,Koramangala 1st Block,3.2,7,200.0,No,No,Quick Bites,Biryani,Budget
Royal Lunch Home,Koramangala 2nd Block,,0,150.0,No,No,Quick Bites,North Indian,Budget
Pancharangi Cafe,Koramangala 1st Block,,0,500.0,No,No,Quick Bites,North Indian,High-End
Curryvape Restaurant,Koramangala 1st Block,,0,300.0,No,No,Quick Bites,North Indian,Budget
Nammuraa Ruchi,Koramangala 1st Block,,0,100.0,No,No,Quick Bites,South Indian,Budget
Paris Food Court,Ejipura,,0,300.0,No,No,Quick Bites,North Indian,Budget
Al Baith,Koramangala 7th Block,,0,300.0,No,No,Quick Bites,North Indian,Budget
Sizzlingo,Koramangala 1st Block,,0,600.0,No,No,Quick Bites,North Indian,High-End
Bengal Metro,Koramangala 1st Block,,0,600.0,No,No,Quick Bites,Bengali,High-End
Navaneetha,Koramangala 8th Block,3.3,4,350.0,No,No,Quick Bites,Andhra,Medium
Garden Hotel,Koramangala 1st Block,,0,400.0,No,No,Quick Bites,North Indian,Medium
Mr. Meow's Hotdogs,Koramangala 6th Block,3.5,7,300.0,No,No,"Food Court, Quick Bites",Fast Food,Budget
Blu Dale Fast Food,Ejipura,3.3,7,250.0,No,No,Quick Bites,Chinese,Budget
Al Hayath Ambur Biryani,Ejipura,3.3,9,200.0,No,No,Quick Bites,Biryani,Budget
New Mathrusree Sagar,Ejipura,,0,200.0,No,No,Quick Bites,South Indian,Budget
Jai Shri Ganesh,Ejipura,,0,100.0,No,No,Quick Bites,North Indian,Budget
Food Treat,Koramangala 1st Block,,0,400.0,No,No,Quick Bites,North Indian,Medium
9 Bowls,Koramangala 1st Block,,0,500.0,Yes,No,Quick Bites,Healthy Food,High-End
Durga Maata Hotel,Ejipura,,0,200.0,No,No,Quick Bites,North Indian,Budget
Cauvery Fast Food,Ejipura,3.2,4,150.0,No,No,Quick Bites,Chinese,Budget
Crunch Pizzas,Koramangala 1st Block,2.3,77,600.0,No,No,Quick Bites,Italian,High-End
Tasty Kitchens,Koramangala 6th Block,,0,500.0,Yes,No,Quick Bites,Pizza,High-End
Desi Tadka,Ejipura,,0,200.0,No,No,Quick Bites,North Indian,Budget
Aisha Tharavad,Ejipura,,0,400.0,No,No,Quick Bites,South Indian,Medium
Royal Fast Food,Ejipura,,0,300.0,No,No,Quick Bites,South Indian,Budget
Southern Stop,Koramangala 6th Block,,0,,No,No,Quick Bites,South Indian,Medium
Guntur's Vandanam Food Zone,Koramangala 1st Block,,0,600.0,No,No,Quick Bites,Andhra,High-End
Sri Durga Donne Biryani,Ejipura,,0,150.0,No,No,Quick Bites,Biryani,Budget
Blue Berry Cool Corner,Koramangala 4th Block,,0,200.0,No,No,"Quick Bites, Beverage Shop",Fast Food,Budget
Salkara Arabian Delight & Bakes,Koramangala 1st Block,,0,300.0,Yes,No,Quick Bites,Arabian,Budget
SV Food Garden,Koramangala 8th Block,,0,250.0,No,No,Quick Bites,Chinese,Budget
Smack,Koramangala 1st Block,,0,200.0,No,No,Quick Bites,Fast Food,Budget
ThugLife Rolls,Hosur Road,,0,200.0,No,No,Quick Bites,Rolls,Budget
Ksheera Sagar,Koramangala 8th Block,,0,300.0,No,No,Quick Bites,South Indian,Budget
Garage Food Company,Koramangala 1st Block,,0,400.0,Yes,No,Quick Bites,Chinese,Medium
Shyamali Fast Food Kolkata Style,Ejipura,,0,250.0,No,No,Quick Bites,Biryani,Budget
Marahaba,Koramangala 6th Block,3.0,7,400.0,Yes,No,Quick Bites,Arabian,Medium
Hasini Foods,Koramangala 4th Block,2.9,21,450.0,No,No,Quick Bites,Andhra,High-End
VRS Food Zone,Ejipura,3.3,5,100.0,Yes,No,Quick Bites,Chinese,Budget
Dosalicious,Koramangala 6th Block,3.3,7,150.0,Yes,No,Quick Bites,South Indian,Budget
Momo Time,Ejipura,,0,300.0,Yes,No,Quick Bites,Momos,Budget
Biryani Rooh-e-Khaas,Koramangala 1st Block,,0,500.0,Yes,No,Quick Bites,Biryani,High-End
Shahi Darbar,Ejipura,3.2,5,300.0,Yes,No,Quick Bites,Chinese,Budget
Cool Bites,Koramangala 4th Block,,0,200.0,Yes,No,Quick Bites,Fast Food,Budget
Wok And Rolls,Koramangala 1st Block,,0,300.0,Yes,No,Quick Bites,Chinese,Budget
House of Chaaps,Koramangala 1st Block,,0,450.0,Yes,No,"Takeaway, Delivery",North Indian,High-End
Calicut Durbar,Koramangala 7th Block,3.8,57,500.0,Yes,No,Quick Bites,Arabian,High-End
Pathaan Sir,Koramangala 7th Block,3.8,132,300.0,Yes,No,Quick Bites,Rolls,Budget
Hotel Marina,Koramangala 6th Block,2.8,26,400.0,No,No,Quick Bites,North Indian,Medium
Ambur Biryani,Koramangala 8th Block,,0,200.0,Yes,No,Quick Bites,Biryani,Budget
Shanghai Times,Koramangala 6th Block,2.8,13,500.0,No,No,Quick Bites,Chinese,High-End
The Tiffin Express,Koramangala 4th Block,2.6,16,250.0,No,No,Quick Bites,South Indian,Budget
WOW! Momo,Koramangala 4th Block,3.9,151,400.0,Yes,No,Food Court,Tibetan,Medium
Kevins Kitchen,Koramangala 6th Block,3.7,103,400.0,Yes,No,Quick Bites,North Indian,Medium
Hotel Feast Ambur Biriyani,Koramangala 1st Block,3.4,257,250.0,Yes,No,Quick Bites,Biryani,Budget
Chun Li,Koramangala 6th Block,,0,300.0,Yes,No,Quick Bites,Chinese,Budget
Dhang Ka Khana,Ejipura,3.7,34,200.0,Yes,No,Quick Bites,North Indian,Budget
Owl's Kitchen,Koramangala 3rd Block,,0,500.0,No,No,Quick Bites,North Indian,High-End
Chaiwala,Koramangala 1st Block,3.1,53,100.0,Yes,No,Quick Bites,Fast Food,Budget
Sri Durga Fast Food,Ejipura,,0,100.0,No,No,Quick Bites,Fast Food,Budget
Agraharaa,Koramangala 6th Block,,0,150.0,No,No,Quick Bites,South Indian,Budget
Punjabi by Nature 2.0,BTM,4.2,3236,,No,No,"Casual Dining, Microbrewery",North Indian,Medium
The Globe Grub,BTM,4.4,287,1300.0,No,Yes,Casual Dining,Continental,Luxury
Pin Me Down,BTM,4.5,816,800.0,Yes,Yes,Casual Dining,Continental,Luxury
Mudpipe Cafe,BTM,4.5,1879,900.0,Yes,Yes,Cafe,Cafe,Luxury
Fattoush,BTM,4.2,1295,900.0,Yes,No,Casual Dining,Arabian,Luxury
Malabar Bay,BTM,4.2,1544,800.0,Yes,Yes,Casual Dining,Kerala,Luxury
Hotel Godavari,BTM,3.9,226,500.0,Yes,No,Casual Dining,Andhra,High-End
Zero Mile Punjab,HSR,4.1,1342,800.0,Yes,Yes,Casual Dining,North Indian,Luxury
Jose's Mess,BTM,4.3,317,300.0,No,No,Mess,Kerala,Budget
Biryani Spot,BTM,3.5,9,300.0,Yes,No,Quick Bites,South Indian,Budget
Savoury - Sea Shell Restaurant,BTM,3.9,468,700.0,Yes,No,Casual Dining,Arabian,Luxury
KKR Foodies,BTM,3.7,40,400.0,Yes,No,Quick Bites,Fast Food,Medium
Pecos Hideout,BTM,4.0,169,1100.0,No,Yes,Bar,Finger Food,Luxury
King Punjabi Restaurant,BTM,3.8,53,300.0,No,No,Quick Bites,North Indian,Budget
Chicken County Grand,Bannerghatta Road,3.9,327,650.0,Yes,No,Casual Dining,North Indian,High-End
El Salver,BTM,3.9,74,900.0,Yes,Yes,Casual Dining,North Indian,Luxury
Thottathil Restaurant,BTM,3.8,70,300.0,No,No,Quick Bites,Kerala,Budget
Dadi's Dum Biryani,BTM,4.1,2727,800.0,Yes,Yes,Casual Dining,Biryani,Luxury
Bengali Fun Foods,BTM,3.9,67,600.0,Yes,Yes,Casual Dining,Bengali,High-End
Savoury Restaurant,BTM,3.9,421,800.0,Yes,No,Casual Dining,Arabian,Luxury
Lounge 189,HSR,3.8,158,1300.0,No,No,"Lounge, Bar",Continental,Luxury
